Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	kmer_content
ERR459761_1	ERR459761_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2141874.0	0.0	15-100	62.0	96.53588897807761	93.54351749916195	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459761_2	ERR459761_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2141874.0	0.0	15-100	62.0	96.70519572678957	90.92203743077324	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459762_1	ERR459762_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2245411.0	0.0	15-100	63.0	94.93292940331804	93.22200701786889	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459762_2	ERR459762_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2245411.0	0.0	15-100	63.0	95.0078027626703	91.14906536041731	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459763_1	ERR459763_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2244717.0	0.0	15-100	63.0	94.71970550581239	93.23257853885367	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459763_2	ERR459763_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2244717.0	0.0	15-100	63.0	94.9626375023852	90.84142098981742	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459764_1	ERR459764_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2544603.0	0.0	15-100	63.0	87.93002461303003	92.82046747567303	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR459764_2	ERR459764_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2544603.0	0.0	15-100	63.0	88.32314759169438	91.82953175799919	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR459765_1	ERR459765_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2304189.0	0.0	15-100	63.0	89.94548350622263	93.00250370086829	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR459765_2	ERR459765_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2304189.0	0.0	15-100	63.0	90.3995706605236	91.77291012152214	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459766_1	ERR459766_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2380646.0	0.0	15-100	63.0	88.25538303961366	93.01973329928096	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		fail
ERR459766_2	ERR459766_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2380646.0	0.0	15-100	63.0	88.68558963303335	91.81455285666159	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR459767_1	ERR459767_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2136326.0	0.0	15-100	63.0	90.57120040246267	93.12288573934877	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459767_2	ERR459767_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2136326.0	0.0	15-100	63.0	91.04023852224505	91.39771832576115	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459768_1	ERR459768_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2640148.0	0.0	15-100	63.0	89.01404239109755	93.09713319101807	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR459768_2	ERR459768_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2640148.0	0.0	15-100	63.0	89.47340514173021	91.78353637750611	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR459769_1	ERR459769_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2425062.0	0.0	15-100	63.0	88.38382018693308	92.92899398036009	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		warn
ERR459769_2	ERR459769_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2425062.0	0.0	15-100	63.0	88.71642343583437	91.69735454186326	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		fail
ERR459770_1	ERR459770_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2357594.0	0.0	15-100	63.0	91.47787915952746	93.08489502433413	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459770_2	ERR459770_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2357594.0	0.0	15-100	63.0	91.89750591873293	91.67356550788644	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459771_1	ERR459771_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2404876.0	0.0	15-100	63.0	94.92217959734009	93.28557148060857	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR459771_2	ERR459771_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2404876.0	0.0	15-100	63.0	95.15230585508759	90.91248696398483	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		pass
ERR459772_1	ERR459772_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2206158.0	0.0	15-100	63.0	95.15486096537444	93.30238088115176	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459772_2	ERR459772_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2206158.0	0.0	15-100	63.0	95.3275601442966	90.90702841772892	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459773_1	ERR459773_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2184065.0	0.0	15-100	63.0	95.25490349324073	93.19135007428808	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459773_2	ERR459773_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2184065.0	0.0	15-100	63.0	95.41155795884279	90.98608237392202	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459774_1	ERR459774_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2499714.0	0.0	15-100	63.0	94.47511822359928	93.12476787344472	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR459774_2	ERR459774_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2499714.0	0.0	15-100	63.0	94.75474236134755	90.86496295176168	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		warn
ERR459775_1	ERR459775_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2297581.0	0.0	15-100	63.0	93.99982985546808	93.22528346117069	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR459775_2	ERR459775_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2297581.0	0.0	15-100	63.0	94.35269993331006	90.83303265477909	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass		
ERR459776_1	ERR459776_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2044540.0	0.0	15-100	63.0	95.46516080986957	93.30728965928766	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459776_2	ERR459776_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2044540.0	0.0	15-100	63.0	95.618336724859	91.02737730736499	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459777_1	ERR459777_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2151345.0	0.0	15-100	63.0	95.3184337602321	93.22467851506848	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459777_2	ERR459777_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2151345.0	0.0	15-100	63.0	95.52947999384452	90.85842391620126	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459778_1	ERR459778_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1995351.0	0.0	15-100	63.0	95.61172721257562	93.21047875787268	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459778_2	ERR459778_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1995351.0	0.0	15-100	63.0	95.76631681886298	91.08062190561961	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459779_1	ERR459779_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2239847.0	0.0	15-100	63.0	95.13014983940589	93.14257268465212	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459779_2	ERR459779_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2239847.0	0.0	15-100	63.0	95.3550201703957	90.97072612548982	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459780_1	ERR459780_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1788075.0	0.0	15-100	63.0	95.91277728399803	93.23405449995107	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459780_2	ERR459780_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1788075.0	0.0	15-100	63.0	96.23576009191514	90.94296380185395	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459781_1	ERR459781_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1810956.0	0.0	15-100	63.0	95.95366161777186	93.15168121147063	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459781_2	ERR459781_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1810956.0	0.0	15-100	63.0	96.19449180693677	90.74380161638383	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459782_1	ERR459782_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2300714.0	0.0	15-100	63.0	94.90769229365601	93.25754613567788	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459782_2	ERR459782_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2300714.0	0.0	15-100	63.0	95.14403601355994	91.01066103826899	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459783_1	ERR459783_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2072928.0	0.0	15-100	63.0	95.52944292498779	93.20965127587644	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459783_2	ERR459783_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2072928.0	0.0	15-100	63.0	95.82200680854965	90.67107685360996	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459784_1	ERR459784_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2205737.0	0.0	15-100	63.0	96.09522182490329	93.1656484884644	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459784_2	ERR459784_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2205737.0	0.0	15-100	63.0	96.12118392597768	90.80995603736982	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459785_1	ERR459785_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2105779.0	0.0	15-100	63.0	95.26630169135606	93.01845540296489	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459785_2	ERR459785_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2105779.0	0.0	15-100	63.0	95.22925612346552	91.09901086486283	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459786_1	ERR459786_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2151939.0	0.0	15-100	63.0	95.3754036762778	93.20248947577046	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459786_2	ERR459786_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2151939.0	0.0	15-100	63.0	95.45435916793583	90.76784425580837	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459787_1	ERR459787_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1972619.0	0.0	15-100	63.0	95.79728438183336	93.09333429314023	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459787_2	ERR459787_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1972619.0	0.0	15-100	63.0	95.8911382157869	91.24390264921914	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459788_1	ERR459788_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2054848.0	0.0	15-100	63.0	95.39233586261226	93.09827296228237	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459788_2	ERR459788_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2054848.0	0.0	15-100	63.0	95.39434873255676	91.20296294421777	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459789_1	ERR459789_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2020711.0	0.0	15-100	63.0	94.98715622151971	93.16571246457312	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459789_2	ERR459789_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2020711.0	0.0	15-100	63.0	95.00673899195267	91.13722744123231	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459790_1	ERR459790_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2182331.0	0.0	15-100	63.0	95.41223829676888	92.98954833157757	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459790_2	ERR459790_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2182331.0	0.0	15-100	63.0	95.44713582567529	91.22218032003394	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459791_1	ERR459791_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2175104.0	0.0	15-100	63.0	95.1278784850237	93.17771288177485	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459791_2	ERR459791_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2175104.0	0.0	15-100	63.0	95.10632338165748	90.91405192579298	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459792_1	ERR459792_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2209783.0	0.0	15-100	63.0	95.53286655589554	93.28900711065295	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459792_2	ERR459792_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2209783.0	0.0	15-100	63.0	95.7616841239466	91.1143076039593	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459793_1	ERR459793_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2040238.0	0.0	15-100	63.0	95.73029048666858	93.21728739490197	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459793_2	ERR459793_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2040238.0	0.0	15-100	63.0	96.0446669618705	90.64737349270037	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459794_1	ERR459794_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2038270.0	0.0	15-100	63.0	95.8430620346753	93.05283303978374	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459794_2	ERR459794_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2038270.0	0.0	15-100	63.0	96.05538227757783	90.2086249613643	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459795_1	ERR459795_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1641871.0	0.0	15-100	63.0	96.60515938492004	93.08919762880275	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459795_2	ERR459795_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1641871.0	0.0	15-100	63.0	96.85894034570222	89.85793280958127	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459796_1	ERR459796_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1760861.0	0.0	15-100	63.0	96.58635651134342	92.93306058797373	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459796_2	ERR459796_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1760861.0	0.0	15-100	63.0	96.73418573009684	90.20029860392161	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459797_1	ERR459797_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1782323.0	0.0	15-100	63.0	96.36333781637538	92.9749961146212	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459797_2	ERR459797_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1782323.0	0.0	15-100	63.0	96.62873020497544	89.65453848713169	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass		
ERR459799_1	ERR459799_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1824995.0	0.0	15-100	63.0	95.84446837380769	93.00637207225225	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459799_2	ERR459799_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1824995.0	0.0	15-100	63.0	96.08671836214593	90.71349674930616	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459800_1	ERR459800_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1898885.0	0.0	15-100	63.0	96.21837116535352	93.13053607775089	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459800_2	ERR459800_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1898885.0	0.0	15-100	63.0	96.38931218291675	90.9633663965959	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459801_1	ERR459801_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2075114.0	0.0	15-100	63.0	95.26968470575764	92.95217708521074	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459801_2	ERR459801_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2075114.0	0.0	15-100	63.0	95.61396769224727	90.2734741320236	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459802_1	ERR459802_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2073919.0	0.0	15-100	63.0	95.3253605354347	93.07217398557995	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459802_2	ERR459802_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2073919.0	0.0	15-100	63.0	95.52221280213602	89.96182396708839	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459803_1	ERR459803_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1902884.0	0.0	15-100	63.0	95.77498919793699	93.14713455996267	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459803_2	ERR459803_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1902884.0	0.0	15-100	63.0	95.95178233284571	90.70689542820267	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459804_1	ERR459804_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2048340.0	0.0	15-100	63.0	95.26180860484624	93.23175547028325	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459804_2	ERR459804_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2048340.0	0.0	15-100	63.0	95.35969131684627	91.19775818467637	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459805_1	ERR459805_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1900545.0	0.0	15-100	63.0	95.84965500750343	93.20719793532908	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459805_2	ERR459805_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1900545.0	0.0	15-100	63.0	96.04879135920507	90.76546253837715	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459806_1	ERR459806_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2029862.0	0.0	15-100	63.0	95.41364070464641	93.17925750617529	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459806_2	ERR459806_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2029862.0	0.0	15-100	63.0	95.59693629744427	91.05950847890152	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459807_1	ERR459807_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2042724.0	0.0	15-100	63.0	95.49738876443247	93.10464066609096	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459807_2	ERR459807_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2042724.0	0.0	15-100	63.0	95.78932509602903	89.77620373579593	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459808_1	ERR459808_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2254090.0	0.0	15-100	63.0	95.03049663177585	93.11363610148663	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459808_2	ERR459808_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2254090.0	0.0	15-100	63.0	95.24771371378792	90.86649335208443	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459809_1	ERR459809_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2243846.0	0.0	15-100	63.0	95.0032755360259	93.26798363167526	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459809_2	ERR459809_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2243846.0	0.0	15-100	63.0	95.19552352606728	91.1121342552029	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459810_1	ERR459810_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2151653.0	0.0	15-100	63.0	95.56520900968711	93.20945152401433	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459810_2	ERR459810_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2151653.0	0.0	15-100	63.0	95.67487273892577	91.50637951379707	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459811_1	ERR459811_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1792128.0	0.0	15-100	65.0	98.54315003617621	92.55462779444325	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459811_2	ERR459811_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	1792128.0	0.0	15-100	65.0	98.61950635509338	90.6241373384044	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459812_1	ERR459812_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2053227.0	0.0	15-100	63.0	95.46069014388135	93.175117997182	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459812_2	ERR459812_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2053227.0	0.0	15-100	63.0	95.63550618927717	91.37708787192064	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459813_1	ERR459813_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2003987.0	0.0	15-100	63.0	95.70366558631787	93.0980660054182	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459813_2	ERR459813_2_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2003987.0	0.0	15-100	63.0	95.88995280489065	90.72288892093611	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
ERR459814_1	ERR459814_1_trimmed.fastq	Conventional base calls	Sanger / Illumina 1.9	2006783.0	0.0	15-100	63.0	96.01425784678554	93.10163879203681	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass		
